video_filename,site,array_size,distribution,number_reward,bout,flowerID,visit_order,visit_type,NOTES,,
20210713_1028_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,26,6,10,,,,
20210713_1028_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,26,14,11,,,,
20210713_1028_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,26,7,12,,,,
20210713_1028_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,26,5,13,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,14,1,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,7,2,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,16,3,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,8,4,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,7,5,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,6,6,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,14,7,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,7,8,,,,
20210713_1031_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,27,6,9,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,28,1,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,20,2,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,12,3,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,13,4,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,5,5,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,6,6,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,7,7,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,15,8,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,16,9,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,8,10,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,16,11,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,24,12,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,32,13,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,31,14,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,30,15,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,29,16,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,28,17,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,21,18,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,3,19,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,11,20,,,,
20210713_1048_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,28,19,21,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,32,1,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,24,2,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,16,3,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,8,4,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,7,5,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,6,6,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,14,7,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,13,8,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,12,9,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,4,10,,,,
20210713_1139_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,29,25,11,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,31,1,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,32,2,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,24,3,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,23,4,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,14,5,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,7,6,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,8,7,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,7,8,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,6,9,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,5,10,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,13,11,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,12,12,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,20,13,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,19,14,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,28,15,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,27,16,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,19,17,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,20,18,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,12,19,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,11,20,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,19,21,,,,
20210713_1156_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,30,20,22,,,,
20210713_1213_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,31,24,1,,,,
20210713_1213_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,31,16,2,,,,
20210713_1213_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,31,8,3,,,,
20210713_1213_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,31,7,4,,,,
20210713_1213_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,31,15,5,,,,
20210713_1213_4-7-14-17-19-20-22-28(2),KNTA,8x4,random,8,31,22,6,,*split into two videos ,,
20210713_1213_4-7-14-17-19-20-22-28(2),KNTA,8x4,random,8,31,21,7,,,,
20210713_1213_4-7-14-17-19-20-22-28(2),KNTA,8x4,random,8,31,13,8,,,,
20210713_1213_4-7-14-17-19-20-22-28(2),KNTA,8x4,random,8,31,14,9,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,25,1,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,17,2,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,18,3,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,26,4,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,27,5,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,19,6,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,20,7,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,21,8,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,29,9,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,30,10,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,22,11,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,14,12,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,6,13,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,5,14,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,13,15,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,5,16,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,6,17,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,7,18,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,15,19,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,16,20,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,8,21,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,7,22,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,8,23,,,,
20210713_1229_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,32,32,24,,,,
20210713_1255_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,33,31,1,,,,
20210713_1255_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,33,23,2,,,,
20210713_1255_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,33,24,3,,,,
20210713_1255_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,33,7,4,,,,
20210713_1255_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,33,3,5,,,,
20210713_1307_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,34,24,1,,,,
20210713_1307_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,34,32,2,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,32,1,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,31,2,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,24,3,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,15,4,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,7,5,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,6,6,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,5,7,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,13,8,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,21,9,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,20,10,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,19,11,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,18,12,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,26,13,,,,
20210713_1313_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,35,25,14,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,17,1,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,25,2,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,17,3,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,9,4,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,1,5,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,10,6,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,27,7,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,28,8,,,,
20210714_0840_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,36,20,9,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,32,1,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,24,2,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,16,3,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,15,4,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,22,5,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,15,6,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,22,7,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,21,8,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,29,9,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,20,10,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,13,11,,,,
20210714_0843_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,37,14,12,,,,
20210714_0855_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,38,28,1,,,,
20210714_0855_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,38,20,2,,,,
20210714_0855_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,38,21,3,,,,
20210714_0855_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,38,13,4,,,,
20210714_0855_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,38,14,5,,,,
20210714_0915_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,39,12,1,,,,
20210714_0915_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,39,13,2,,,,
20210714_0915_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,39,14,3,,,,
20210714_0926_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,40,14,1,,,,
20210714_0926_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,40,6,2,,,,
20210714_0926_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,40,14,3,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,15,1,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,22,2,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,13,3,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,21,4,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,29,5,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,30,6,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,21,7,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,20,8,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,19,9,,,,
20210714_0931_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,41,17,10,,,,
20210714_0954_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,42,10,1,,,,
20210714_0954_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,42,18,2,,,,
20210714_0954_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,42,19,3,,,,
20210714_0957_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,43,16,1,,,,
20210714_0957_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,43,24,2,,,,
20210714_0957_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,43,23,3,,,,
20210714_0957_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,43,15,4,,,,
20210714_0957_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,43,7,5,,,,
20210714_0957_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,43,14,6,,,,
20210714_1006_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,44,13,1,,,,
20210714_1006_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,44,5,2,,,,
20210714_1006_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,44,6,3,,,,
20210714_1006_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,44,7,4,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,21,1,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,14,2,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,6,3,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,7,4,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,32,5,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,24,6,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,16,7,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,7,8,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,6,9,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,5,10,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,13,11,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,5,12,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,11,13,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,12,14,,,,
20210714_1020_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,45,20,15,,,,
20210714_1024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,46,23,1,,,,
20210714_1024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,46,15,2,,,,
20210714_1024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,46,7,3,,,,
20210714_1940_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,47,17,1,,,,
20210714_1940_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,47,11,2,,,,
20210714_1940_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,47,10,3,,,,
20210714_1940_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,47,18,4,,,,
20210714_1940_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,47,17,5,,,,
20210714_1952_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,48,17,1,,,,
20210714_2009_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,49,17,1,,,,
20210714_2009_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,49,25,2,,,,
20210714_2009_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,49,17,3,,,,
20210714_2009_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,49,9,4,,,,
20210714_2009_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,49,17,5,,,,
20210714_2011_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,50,8,1,,,,
20210714_2011_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,50,7,2,,,,
20210714_2024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,51,27,1,,,,
20210714_2024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,51,19,2,,,,
20210714_2024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,51,11,3,,,,
20210714_2024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,51,3,4,,,,
20210714_2024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,51,12,5,,,,
20210714_2024_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,51,4,6,,,,
20210714_2029_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,52,17,1,,,,
20210714_2029_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,52,2,2,,,,
20210714_2029_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,52,3,3,,,,
20210714_2029_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,52,4,4,,,,
20210714_2029_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,52,14,5,,,,
20210714_2029_4-7-14-17-19-20-22-28,KNTA,8x4,random,8,52,6,6,,,,
20210715_0918_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,53,32,1,,,,
20210715_0918_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,53,24,2,,,,
20210715_0918_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,53,31,3,,,,
20210715_0926_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,54,1,1,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,31,1,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,30,2,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,22,3,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,29,4,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,30,5,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,31,6,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,16,7,,,,
20210715_0938_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,55,7,8,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,25,1,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,26,2,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,27,3,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,28,4,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,30,5,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,31,6,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,30,7,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,31,8,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,30,9,,,,
20210715_0948_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,56,31,10,,,,
20210715_1009_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,57,31,1,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,30,1,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,31,2,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,30,3,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,29,4,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,21,5,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,20,6,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,28,7,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,30,8,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,31,9,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,27,10,,,,
20210715_1011_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,58,17,11,,,,
20210715_1024_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,59,31,1,,,,
20210715_1024_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,59,32,2,,,,
20210715_1024_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,59,24,3,,,,
20210715_1024_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,59,15,4,,,,
20210715_1024_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,59,6,5,,,,
20210715_1035_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,60,6,1,,,,
20210715_1039_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,61,7,1,,,,
20210715_1039_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,61,15,2,,,,
20210715_1039_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,61,6,3,,,,
20210715_1045_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,62,7,1,,,,
20210715_1059_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,63,5,1,,,,
20210715_1059_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,63,6,2,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,17,1,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,9,2,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,18,3,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,2,4,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,3,5,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,11,6,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,3,7,,,,
20210715_1824_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,64,11,8,,,,
20210715_1830_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,65,6,1,,"*split in 2, second label (2)",,
20210715_1834_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,66,32,1,,,,
20210715_1848_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,67,15,1,,,,
20210715_1848_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,67,6,2,,,,
20210715_1848_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,67,5,3,,,,
20210715_1848_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,67,4,4,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,10,1,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,2,2,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,3,3,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,11,4,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,3,5,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,4,6,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,5,7,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,6,8,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,14,9,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,22,10,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,30,11,,,,
20210715_1854_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,68,31,12,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,18,1,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,19,2,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,11,3,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,3,4,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,2,5,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,3,6,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,11,7,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,20,8,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,28,9,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,29,10,,,,
20210715_1920_4-5-6-11-15-20-23-31,KNTA,8x4,random,8,69,30,11,,,,
